Name,Link Product,Store,Type,Author Name,Short Description,Publisher,Translators,Categories,Width,Length,Height,Product ID,Price,Original Price,Discount,Discount Rate,Rating,Review Count,Quantity Sold,Number of page,Range Price,Publication Date,Publication Year
90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ,https://tiki.vn/90-tre-thong-minh-nho-cach-tro-chuyen-dung-dan-cua-cha-me-p4080373.html?spid=20488395,Nhà sách Fahasa,simple,Urako Kanamori,"90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha MẹBạn có bao giờ thốt ra những câu dù biết là không nên nói như  “Còn lề mề đến bao giờ nữa hả?” hay “Chẳng được cái trò trống gì, đưa đây xem ...",Nhà Xuất Bản Kim Đồng,Unknown,Sách Làm Cha Mẹ,16.0,24.0,0.0,4080373,35100,39000,3900,10,4.7,71,1139.0,176.0,Mức 1,2018-08-24 19:24:03,2018.0
Nanh Trắng Và Tiếng Gọi Của Hoang Dã (Bìa Cứng),https://tiki.vn/nanh-trang-va-tieng-goi-cua-hoang-da-bia-cung-p77330632.html?spid=77330634,Tiki Trading,simple,Jack London,Hàng thanh lý không hỗ trợ đổi trả theo nhu cầu hoặc do lỗi ngoại quan. Chỉ hỗ trợ hoàn tiền với trường hợp sản phẩm lỗi không sử dụng được. Quý khách vui lòng cân nhắc kỹ trước khi mua hàng.Một Cuốn...,bestbooks.vn,Nhiều người dịch,Sách tiếng Việt,16.0,24.0,0.0,77330632,104000,199000,95000,48,5.0,578,2920.0,420.0,Mức 3,2021-02-01 09:26:33,2021.0
Hà Nội Băm Sáu Phố Phường (Tái bản 2019),https://tiki.vn/ha-noi-bam-sau-pho-phuong-tai-ban-2019-p15397971.html?spid=20429724,Nhà sách Fahasa,simple,Thạch Lam,"“Có ai buổi trưa vắng hay buổi đêm khuya, đi qua các nhà cô đào, và các chị em thanh lâu, thấy họ ăn cái quà ấy một cách chăm chú và tha thiết đến đâu không? Nước ốc chua làm nhăn các nét mặt tàn phấn...",Nhã Nam,Unknown,Truyện ngắn - Tản văn - Tạp Văn,14.0,20.0,0.0,15397971,47500,50000,2500,5,5.0,12,70.0,124.0,Mức 1,2018-05-04 00:00:00,2018.0
Dạy con làm giàu -  Tập 11 - Trường dạy kinh doanh cho những người thích giúp đỡ người khác (Tái Bản 2022),https://tiki.vn/day-con-lam-giau-tap-11-truong-day-kinh-doanh-cho-nhung-nguoi-thich-giup-do-nguoi-khac-tai-ban-2022-p192125806.html?spid=192125807,Tiki Trading,simple,Robert T. Kiyosaki – Sharon L. Lechter,"Ở quyển sách này, tác giả tập trung giải thích và mở rộng những giá trị bí ẩn của hình thức kinh doanh tiếp thị qua mạng, và kinh doanh hàng đa cấp. Theo tác giả, đây là hình thức kinh doanh sáng tạo,...",NXB Trẻ,Unknown,Bài học kinh doanh,14.0,20.0,0.0,192125806,62100,80000,17900,22,5.0,40,1042.0,228.0,Mức 2,2022-08-01 00:00:00,2022.0
Người Nhạy Cảm Trong Thế Giới Vô Cảm,https://tiki.vn/nguoi-nhay-cam-trong-the-gioi-vo-cam-p84950236.html?spid=91544598,Nhà sách Fahasa,simple,Ilse Sand,"“Người nhạy cảm trong thế giới vô cảm” là những chia sẻ của Ilse Sand - một nhà tâm lý học, đồng thời cũng là một mục sư - về những người thuộc nhóm cực kỳ nhạy cảm. Chúng ta đang bị định hình trong m...",Thái Hà,Quang Đỗ,Sách tư duy - Kỹ năng sống,13.0,19.0,0.0,84950236,72300,85000,12700,15,5.0,17,78.0,232.0,Mức 2,2021-03-15 00:00:00,2021.0
Chú bé mang Pyjama sọc,https://tiki.vn/chu-be-mang-pyjama-soc-p219148748.html?spid=219148749,Tiki Trading,simple,John Boyne,"Rất khó miêu tả câu chuyện về Chú bé mang pyjama sọc này. Thường thì chúng tôi vẫn tiết lộ vài chi tiết về cuốn sách trên bìa, nhưng trong trường hợp này chúng tôi nghĩ làm như vậy sẽ làm hỏng cảm giá...",Nhã Nam,Lê Nguyễn Lê,Tác phẩm kinh điển,13.0,20.5,0.0,219148748,55100,79000,23900,30,5.0,49,503.0,253.0,Mức 2,2020-11-15 00:00:00,2020.0
Giấc Mơ Xứ Người,https://tiki.vn/giac-mo-xu-nguoi-p192048661.html?spid=192048662,Tiki Trading,simple,Phil le,"Giấc mơ xứ người - hành trình vạn dặm bắt đầu từ bước chân nhỏ nhất.32 tuổi mới bắt đầu du học có phải là quá muộn?Định cư ở Canada có phải quá khó khăn?Nếu bạn đang ấp ủ ước mơ du học, trải nghiệm...",Skybook,Unknown,Sách tư duy - Kỹ năng sống,13.5,20.5,0.0,192048661,76100,108000,31900,30,5.0,14,242.0,168.0,Mức 2,2022-07-01 00:00:00,2022.0
Cherry Magic (Tập 8),https://tiki.vn/cherry-magic-tap-8-p271733296.html?spid=271733298,Tiki Trading,configurable,Yuu Toyota,Bản Đặc Biệt Tặng Kèm : - 01 Postcard (để trong sách) - 02 Card bo góc PVC cán sần (để trong sách) - 01 Lót ly gốm (để ngoài sách) Bản Thường Tặng Kèm : 01 Postcard (để trong sách) Mất đi phép thuật...,Daisy Comics,Takara,"Truyện Tranh, Manga, Comic",14.5,20.5,0.0,271733296,86000,109000,23000,21,5.0,4,96.0,146.0,Mức 2,2021-02-24 09:30:15,2021.0
Giết Con Chim Nhại (Tái Bản),https://tiki.vn/giet-con-chim-nhai-tai-ban-p8886001.html?spid=8886002,Tiki Trading,simple,Harper Lee,"Nào, hãy mở cuốn sách này ra. Bạn phải làm quen ngay với bố Atticus của hai anh em - Jem và Scout, ông bố luật sư có một cách riêng, để những đứa trẻ của mình cứng cáp và vững vàng hơn khi đón nhận nh...",Nhã Nam,Unknown,Sách tiếng Việt,13.0,20.5,0.0,8886001,91000,120000,29000,24,4.8,1494,13319.0,408.5788395904437,Mức 2,2018-12-01 00:00:00,2018.0
Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),https://tiki.vn/cuon-sach-hoan-hao-ve-ngon-ngu-co-the-body-language-tai-ban-p381234.html?spid=80463,Tiki Trading,simple,Allan & Barbara Pease,"Ngôn Ngữ Cơ Thể - Body Language (Tái Bản)Angelina Jolie luôn phơi bày bờ môi gợi cảm 'chết người', Adolf Hitler thích sử dụng bàn tay úp ngược, vươn thẳng khi khẳng định quyền lực. Cuốn Ngôn ngữ cơ t...",Nhân Trí Việt,Lê Huy Lâm,Sách tư duy - Kỹ năng sống,14.0,21.5,0.0,381234,144000,198000,54000,27,4.8,1195,31890.0,456.0,Mức 3,2014-08-03 00:00:00,2014.0
Sách Hướng Dẫn Tarot Cơ Bản- Kiến Thức Tarot Toàn Diện Cho Người Mới Bắt Đầu,https://tiki.vn/sach-huong-dan-tarot-co-ban-kien-thuc-tarot-toan-dien-cho-nguoi-moi-bat-dau-p263485144.html?spid=263485146,Tiki Trading,configurable,Stefanie Caponi,"Sách hướng dẫn Tarot cơ bản Kiến thức Tarot toàn diện cho người mới bắt đầuChuyên gia Tarot Stefanie Caponi cho rằng “đọc trải bài Tarot” là sự kết hợp giữa việc hiểu ý nghĩa của các lá bài, lắng ngh...",Asbooks,Jack Frogg,Sách Chiêm Tinh - Horoscope,14.5,20.5,0.0,263485144,208000,250000,42000,17,4.8,6,69.0,344.0,Mức 5,2022-07-10 22:39:54,2022.0
Ông Thối Hoắc - Bestseller hài hước SỐ MỘT nước Anh của David Walliams,https://tiki.vn/ong-thoi-hoac-bestseller-hai-huoc-so-mot-nuoc-anh-cua-david-walliams-p260810314.html?spid=260810315,Tiki Trading,simple,"David Walliams, Quentin Blake",“Ông Thối Hoắc hôi rình. Thối hoắc thối hoăng. Nếu trong từ điển còn từ nào thối hơn để diễn tả thứ mùi của ông thì xin cứ việc dù”Chloe có lẽ là bé gái cô đơn nhất trên thế giới. Nhưng rồi em gặp ôn...,Nhã Nam,Quỳnh Trâm,Văn học thiếu nhi,14.0,20.5,0.0,260810314,79000,106000,27000,25,5.0,9,216.0,195.0,Mức 2,2022-04-08 20:14:37,2022.0
Học tốt Tiếng Anh 8 i-Learn Smart World,https://tiki.vn/hoc-tot-tieng-anh-8-i-learn-smart-world-p260811353.html?spid=260811355,Dtpbooks,simple,Unknown,"Học tốt tiếng Anh 8 i-learn Smart World được biên soạn với mục tiêu giúp các em học sinh học tốt môn tiếng Anh. Sách song hành cùng sách Tiếng Anh 8 i-Learn Smart World theo từng bài học, giúp các em ...",CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Unknown,ELTs,13.0,19.0,0.0,260811353,65000,65000,0,0,5.0,3,95.0,408.5788395904437,Mức 2,2023-06-12 00:00:00,2023.0
Bí Ẩn Mãi Mãi Là Bí Ẩn 03,https://tiki.vn/bi-an-mai-mai-la-bi-an-03-p585278.html?spid=585303,Tiki Trading,simple,.,Bí Ẩn Mãi Mãi Là Bí Ẩn 03  Bí ẩn mãi mãi là bí ẩn 03 tiếp tục giới thiệu đến các bạn những điều bí ẩn đã và đang tồn tại xung quanh cuộc sống của chúng ta; những điều mà khoa học còn chưa có lời giải...,NXB Trẻ,Unknown,Sách tiếng Việt,13.0,19.0,0.0,585278,37000,50000,13000,26,4.8,98,1386.0,176.0,Mức 1,2021-02-12 00:00:00,2021.0
Bình An Giữa Những Ngổn Ngang,https://tiki.vn/binh-an-giua-nhung-ngon-ngang-p269844395.html?spid=269844397,Tiki Trading,configurable,DORIS ONG,"BÌNH AN GIỮA NHỮNG NGỔN NGANGBản đặc biệt : Tặng kèm chữ ký tác giảKhác với một cuốn sách nhiều chữ thông thường, Bình An Giữa Những Ngổn Ngang là tập hợp những câu chuyện xoay quanh đời sống tinh t...",Wavebooks,Unknown,Truyện ngắn - Tản văn - Tạp Văn,15.0,15.0,0.0,269844395,95000,129000,34000,26,5.0,1,36.0,160.0,Mức 2,2023-06-26 00:00:00,2023.0
Giáo Trình Kinh Tế Chính Trị Mác – Lênin (Dành Cho Bậc Đại Học Hệ Không Chuyên Lý Luận Chính Trị) - Bộ mới năm 2021,https://tiki.vn/giao-trinh-kinh-te-chinh-tri-mac-lenin-danh-cho-bac-dai-hoc-he-khong-chuyen-ly-luan-chinh-tri-bo-moi-nam-2021-p113655308.html?spid=113655309,VIETNAMBOOK,simple,Bộ Giáo Dục Và Đào Tạo,"Giáo trình do PGS.TS. Ngô Tuấn Nghĩa chủ biên, cùng tập thể tác giả là những nhà nghiên cứu, nhà giáo dục có nhiều kinh nghiệm tổ chức biên soạn.Giáo trình gồm 6 chương:Chương 1 cung cấp những tri t...",Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,Unknown,Giáo Trình Đại Học - Cao Đẳng,14.0,20.5,0.0,113655308,59850,59850,0,0,5.0,399,2077.0,292.0,Mức 2,2021-07-17 08:51:16,2021.0
How Yoga Works: Bí mật Yoga,https://tiki.vn/how-yoga-works-bi-mat-yoga-p193896500.html?spid=193896503,Tiki Trading,simple,Geshe Michael Roach,"Lần đầu cầm cuốn sách này trên tay có thể bạn nghĩ rằng đây là cuốn sách về chủ đề Yoga, nhưng đây không chỉ là cuốn sách về Yoga được truyền cảm hứng từ những lời dạy trong Yoga Sutra - The great Mot...",Thái Hà,Unknown,Sách nghệ thuật sống đẹp,15.5,24.0,0.0,193896500,172000,239000,67000,28,5.0,48,424.0,504.0,Mức 4,2022-07-01 00:00:00,2022.0
Collins - Listening for IELTS (Quét Mã QR Để Nghe File Mp3),https://tiki.vn/collins-listening-for-ielts-kem-2-audio-cds-p405634.html?spid=107975,Tiki Trading,simple,Collins,Collins - Listening for IELTS (Kèm 2 Audio CDs)IntroductionWho is this book for?Speaking for IETLS will prepare you for the IELTS Speaking test whether you are taking the test for the test for the f...,Nhân Trí Việt,Unknown,Sách Học Tiếng Anh,19.0,25.0,0.0,405634,142000,144000,2000,1,4.7,145,2241.0,144.0,Mức 3,2014-05-01 00:00:00,2014.0
"Cao Thủ ""Đổi Đen Thay Trắng"" - Tập 6 (Tiểu thuyết)",https://tiki.vn/cao-thu-doi-den-thay-trang-tap-6-tieu-thuyet-tang-1-bookmark-p193895769.html?spid=193895770,Tiki Trading,simple,Phong Thư Lưu Ngốc,"Một người tài giỏi bị Chủ Thần chọn trúng, đưa đi làm nhân vật phản diện suốt mấy trăm ngàn kiếp, không kiếp nào là không phải chạy như điên trên con đường tìm đến cái chết, rơi vào kết cục bi thảm.K...",Cẩm Phong Books,Quỷ Súc,Truyện đam mỹ,14.5,20.0,0.0,193895769,118000,159000,41000,26,5.0,78,289.0,440.0,Mức 3,2018-09-18 00:00:00,2018.0
Sách - Giận (Tái Bản 2021)(Cuốn sách hay của Thiền sư Thích Nhất Hạnh/ Tặng kèm Bookmark),https://tiki.vn/sach-gian-tai-ban-2021-cuon-sach-hay-cua-thien-su-thich-nhat-hanh-tang-kem-bookmark-p145287904.html?spid=247856041,Bamboo Books,simple,Unknown,"Giới thiệu sách:Giận - Tái bản 2021Giận là một cuốn sách hay của Thiền sư Thích Nhất Hạnh, nó mở ra cho ta những khả năng kỳ diệu, nhưng lại rất dễ thực hành để ta tự mình từng bướ thoát khỏi cơn gi...",Phương Nam,Unknown,Sách nghệ thuật sống đẹp,14.5,20.5,0.0,145287904,121500,135000,13500,10,5.0,3,27.0,408.5788395904437,Mức 3,2023-03-01 00:00:00,2023.0
Hảo Nữ Trung Hoa,https://tiki.vn/hao-nu-trung-hoa-p113540576.html?spid=115246623,Nhà sách Fahasa,simple,Hân Nhiên,"Người Trung Quốc nói: ""Trong mỗi gia đình đều có một cuốn sách, và tốt nhất là đừng đọc nó lên thành tiếng.""Một phụ nữ đã phá tan bức màn im lặng ấy. Suốt nhiều thế kỷ tuân theo cái gọi là “tam tòng ...",Nhã Nam,Tạ Huyền,Truyện dài,14.0,20.5,0.0,113540576,108800,128000,19200,15,5.0,25,76.0,356.0,Mức 3,2021-07-15 00:00:00,2021.0
Chiến tranh không có một khuôn mặt phụ nữ (TB),https://tiki.vn/chien-tranh-khong-co-mot-khuon-mat-phu-nu-tb-p271219230.html?spid=271219231,Tiki Trading,simple,Svetlana Alexievich,"Chiến tranh không có một khuôn mặt phụ nữ - một tác phẩm của tác giả đoạt giải Nobel Văn chương 2015 Svetlana Alexievich - là bản dịch đầy đủ nhất từ trước tới nay, không cắt gọt, không kiểm duyệt của...",Tao Đàn,Nguyên Ngọc,Tiểu Thuyết,14.0,20.5,0.0,271219230,116500,180000,63500,35,5.0,3,42.0,464.0,Mức 3,2023-08-08 00:00:00,2023.0
Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),https://tiki.vn/nghe-thuat-ban-hang-bac-cao-bi-quyet-chot-deal-moi-thoi-dai-kho-lon-tai-ban-p155463025.html?spid=155463026,Tiki Trading,simple,Zig Ziglar,"Mục tiêu của một thương vụ là đảm bảo khách hàng nhận được giá trị tương xứng, nhưng nếu bạn mang đến cho khách hàng những giá trị còn cao hơn giá trị mà lẽ ra họ sẽ nhận được thì không những bạn đã c...",First News - Trí Việt,Vương Bảo Long,Root,16.0,24.0,0.0,155463025,132000,198000,66000,33,5.0,109,1384.0,504.0,Mức 3,2022-01-01 00:00:00,2022.0
Kỹ Năng Quản Lý Cảm Xúc,https://tiki.vn/ky-nang-quan-ly-cam-xuc-p270504769.html?spid=270504770,Tiki Trading,simple,Khánh Ca,"Nhà tâm lý học và triết gia người Mỹ William James từng nói:“Hành động tưởng chừng đi sau cảm xúc, nhưng thực ra hành động và cảm xúc đi cùng nhau; và bằng cách điều chỉnh hành động, thứ mà ý chí có ...",Bookland,Giang Lê,Sách tư duy - Kỹ năng sống,14.5,20.5,0.0,270504769,81000,106000,25000,24,5.0,2,32.0,232.0,Mức 2,2023-04-01 00:00:00,2023.0
Chuyện thường ngày của ông tướng tiểu học,https://tiki.vn/chuyen-thuong-ngay-cua-ong-tuong-tieu-hoc-p213496989.html?spid=213496990,Tiki Trading,simple,Maki Rieko,“Chuyện thường ngày của ông tướng tiểu học” Dành cho các bậc cha mẹ có con đang ở độ tuổi tiểu học và tiền tiểu học. Những nhà nghiên cứu và quan tâm tới tâm lý trẻ em và cha mẹ.Đây là một cuốn sách ...,Thái Hà,"Phạm Thu Hương 
Nguyễn Thị Thu Trang",Sách Làm Cha Mẹ,13.0,19.0,0.0,213496989,66500,99000,32500,33,4.2,5,53.0,164.0,Mức 2,2022-12-01 00:00:00,2022.0
TỘI ÁC VÀ HÌNH PHẠT (Tái bản lần 4 - Bìa cứng),https://tiki.vn/toi-ac-va-hinh-phat-tai-ban-lan-4-bia-cung-p263210029.html?spid=263210030,Tiki Trading,simple,Fyodor Dostoevsky,"Raskolnikov, một cựu sinh viên luật, sống ở St. Petersburg trong sự nghèo đói, túng thiếu. Một mặt, chàng là một thanh niên lương thiện, tốt bụng; mặt khác, chàng nung nấu một niềm tin rằng mình thuộc...",Phương Nam Book,Unknown,Tác phẩm kinh điển,25.0,17.0,0.0,263210029,276500,379000,102500,27,5.0,5,82.0,726.0,Mức 5,2022-01-01 00:00:00,2022.0
Cơm Nhà Nói Chung Là Êm,https://tiki.vn/com-nha-noi-chung-la-em-p76282196.html?spid=77051220,Nhà sách Fahasa,simple,Nhược Lạc,"Một tập thơ nhẹ nhàng khắc họa không khíbình dị của một gia đình trẻ sống ở thành thị. Mỗi bài thơ là một chia sẻ về trải nghiệm, quan điểm sống chậm mà sâu trong xã hội hiện đại từ một người vợ, ngườ...",Nhã Nam,Unknown,Sách tiếng Việt,16.0,15.0,0.0,76282196,70600,86000,15400,18,4.8,9,36.0,212.0,Mức 2,2021-01-12 00:00:00,2021.0
Sổ Tay Ăn Dặm Của Mẹ (Tái Bản),https://tiki.vn/so-tay-an-dam-cua-me-tai-ban-p50440386.html?spid=51990238,Nhà sách Fahasa,simple,BS. Lê Thị Hải,"“Trong quá trình khám chữa bệnh, tôi gặp nhiều trường hợp các em bé bị suy dinh dưỡng, còi xương không phải vì gia đình không có điều kiện mà do… quá có điều kiện. Tôi gặp những em bé khá bụ bẫm nhưng...",Nhã Nam,Unknown,Sách Dinh Dưỡng - Sức Khỏe Cho Bé,14.0,20.5,0.0,50440386,94100,99000,4900,5,4.5,8,78.0,267.0,Mức 2,2020-03-01 17:21:52,2020.0
Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,https://tiki.vn/tam-ly-hoc-nghe-thuat-giai-ma-hanh-vi-p90622579.html?spid=91544623,Nhà sách Fahasa,simple,Trần Lộ,"TÂM LÝ HỌC – NGHỆ THUẬT GIẢI MÃ HÀNH VI – CUỐN SÁCH GIÚP BẠN THẤU HIỂU THẾ GIỚI QUAN CỦA CON NGƯỜI“Với sự phát triển nhanh chóng như hiện nay, có những người vì theo đuổi lợi ích, thỏa mãn dục vọng củ...",BeBooks,Trần Cẩm Ninh ,Sách tư duy - Kỹ năng sống,16.0,24.0,0.0,90622579,117000,150000,33000,22,5.0,70,299.0,448.0,Mức 3,2021-04-15 00:00:00,2021.0
Lịch Sử Văn Minh Thế Giới - Phần 5: Thời kỳ Phục Hưng,https://tiki.vn/lich-su-van-minh-the-gioi-phan-5-thoi-ky-phuc-hung-p271996312.html?spid=271996320,Tiki Trading,configurable,Will Durant,"LỊCH SỬ VĂN MINH THẾ GIỚITHE STORY OF CIVILIZATIONPhần V: The Renaissance | Thời kỳ Phục hưngPhần V - Thời kỳ Phục hưng, Will Durant phân tích vai trò then chốt của nước Ý trong quá trình tạo xúc t...",Viện IRED,Bùi Thanh Châu,Lịch Sử Thế Giới,14.0,22.0,0.0,271996312,547000,815000,268000,33,5.0,1,27.0,1364.0,Mức 5,2023-09-01 00:00:00,2023.0
Barron's Essential Words For The Ielts (Tái Bản),https://tiki.vn/barron-s-essential-words-for-the-ielts-tai-ban-p12107379.html?spid=20478814,Nhà sách Fahasa,simple,Unknown,"IELTS là kỳ thi về bốn kỹ năng Nghe, Đọc, Viết và Nói với tổng thời gian thi là dưới ba giờ. Bạn sẽ thi từng kỹ năng vào cùng một ngày theo thứ tự và không có thời gian nghỉ giữa các môn thi. Các kỳ t...",First News - Trí Việt,Unknown,Sách tiếng Việt,19.0,26.0,0.0,12107379,166400,208000,41600,20,5.0,87,515.0,381.0,Mức 4,2019-03-18 00:00:00,2019.0
Tôi Quyết Định Sống Cho Chính Tôi (Tái Bản 2020),https://tiki.vn/toi-quyet-dinh-song-cho-chinh-toi-tai-ban-2020-p54422942.html?spid=89585119,Tiki Trading,simple,Kim Suhyun,Cuốn sách đạt giải thưởng “Cuốn sách của năm” tại Hàn Quốc vào năm 2017.   Đã tái bản hơn 100 lần kể từ lần xuất bản đầu tiên vào năm 2016.   Được nhiều nghệ sĩ chọn đọc và giới thiệu đến các fan củ...,AZ Việt Nam,Đỗ Phương Nhung,Sách tiếng Việt,13.5,19.5,0.0,54422942,60100,88000,27900,32,5.0,1083,5486.0,236.0,Mức 2,2022-08-01 00:00:00,2022.0
Kingdom 57,https://tiki.vn/kingdom-57-p271782875.html?spid=271782876,Tiki Trading,simple,Yasuhisa Hara,"Thời kỳ Xuân Thu chiến quốc kéo dài suốt 500 năm do toàn cõi Trung Hoa vẫn chưa quy về một mối. Sinh ra trong thời loạn lạc, cậu thiếu niên mồ côi tên Tín cùng người bằng hữu của mình là Phiêu quyết t...",NXB Trẻ,Unknown,"Truyện Tranh, Manga, Comic",13.0,19.0,0.0,271782875,44000,45000,1000,2,0.0,0,14.0,226.0,Mức 1,2023-09-15 00:00:00,2023.0
Từ Vựng IELTS 8.0 - Từ Vựng Đắt Để Đạt Điểm Cao 4 Kỹ Năng,https://tiki.vn/tu-vung-ielts-8-0-tu-vung-dat-de-dat-diem-cao-4-ky-nang-p161310103.html?spid=161310104,Tiki Trading,simple,Lê Thu Hà,Từ vựng IELTS 8.0 - Từ vựng đắt để đạt điểm cao 4 kỹ năng là cuốn sách tổng hợp 15 chủ đề Từ vựng chất lượng giúp bạn đạt điểm cao cả 4 kỹ năng IELTS.ƯU ĐIỂM NỔI BẬT CỦA BỘ SÁCHCuốn sách tổng hợp 1...,Megabook,Unknown,Sách Học Tiếng Anh,16.0,24.0,0.0,161310103,97600,135000,37400,28,5.0,477,3179.0,204.0,Mức 2,2022-02-02 00:00:00,2022.0
